29,0,0,0,0,0,2,7,6,3,0,2,16,11
20,1,0,0,0,0,3,6,2,1,0,0,1,17
20,1,0,0,0,0,4,4,4,4,0,0,1,17
11,0,0,0,0,0,3,4,2,0,0,0,6,3
21,0,1,0,0,0,1,7,5,1,0,1,1,17
11,1,0,0,0,0,2,2,2,1,0,0,1,8
25,0,1,0,0,0,2,4,6,4,0,1,2,21
14,0,0,0,0,0,2,5,2,1,0,0,7,5
15,0,1,0,0,0,0,5,1,3,0,1,2,11
11,0,0,0,0,0,3,5,0,1,0,0,6,3
28,0,0,0,0,1,1,8,3,3,2,0,5,21
9,0,0,0,0,1,1,2,0,1,0,0,2,5
18,0,1,0,0,0,1,5,3,1,0,0,1,14
24,0,0,0,0,0,3,9,3,2,0,0,3,19
10,0,1,0,0,0,1,3,1,2,0,0,2,6
23,1,0,0,0,0,1,7,4,3,0,2,1,20
24,0,1,0,0,0,2,8,3,2,0,0,2,20
15,0,1,0,0,0,1,5,4,0,0,0,2,11
24,0,0,0,0,1,0,12,2,3,0,4,4,17
30,0,0,0,0,1,3,13,4,2,0,4,6,21
28,0,0,0,0,1,3,10,3,3,1,1,9,17
17,0,0,0,0,0,0,10,1,3,0,3,6,9
21,0,1,0,0,0,0,6,4,2,0,0,2,17
18,0,0,0,0,0,1,4,1,4,0,0,8,7
18,0,0,0,0,0,2,6,2,0,1,0,5,10
25,0,0,0,0,0,2,11,1,1,1,0,3,20
22,0,0,0,0,1,2,6,1,2,0,0,7,12
16,0,0,0,0,0,4,3,5,0,0,0,2,12
22,0,0,0,0,1,6,7,1,2,0,0,2,17
14,0,0,0,0,0,1,2,5,0,0,0,1,11
15,0,0,0,0,1,3,5,1,1,0,0,4,8
8,0,0,0,0,1,0,2,0,3,0,0,2,3
19,0,0,0,0,1,3,4,3,0,0,0,2,14
22,0,1,0,0,0,2,6,3,3,1,0,1,18
28,0,0,0,0,1,0,4,5,6,0,0,1,24
26,0,0,0,0,0,3,9,2,2,0,0,3,21
12,0,0,0,0,0,2,2,4,1,0,0,1,9
20,0,0,0,0,0,3,6,2,2,0,0,2,16
13,1,0,0,0,0,1,3,1,4,0,0,3,8
16,0,0,0,0,0,1,5,1,0,0,0,6,8
21,0,1,0,0,0,0,7,4,1,0,1,1,17
23,0,0,0,0,0,5,7,5,1,1,0,3,18
15,0,0,0,0,0,2,5,2,2,0,0,8,5
21,1,0,0,0,0,1,4,3,5,0,0,1,18
16,0,0,0,0,1,1,6,1,3,0,0,2,11
13,0,0,0,0,0,2,3,1,1,1,0,4,7
11,0,0,0,0,0,1,4,1,0,1,0,5,4
22,0,1,0,0,0,3,8,2,0,0,0,2,18
24,0,0,0,0,1,2,8,3,2,1,3,5,16
22,0,0,0,0,1,1,8,2,1,1,0,4,15
13,0,0,0,0,0,3,4,2,0,0,0,2,9
15,0,0,0,0,0,4,6,1,1,0,0,6,7
19,0,0,0,0,0,3,7,1,0,1,0,5,12
18,0,0,0,0,0,3,4,2,2,0,0,2,14
21,1,0,0,0,0,3,5,3,3,0,0,1,18
23,0,0,0,0,1,4,7,4,1,0,2,7,13
14,0,0,0,0,1,2,4,1,2,0,1,4,7
13,1,0,0,0,0,1,5,2,0,0,0,2,9
8,0,0,0,0,0,1,3,1,1,0,0,2,4
21,1,0,0,0,0,2,7,3,2,0,0,10,9
28,0,0,0,0,0,1,13,3,1,0,2,19,7
20,0,1,0,0,0,2,5,1,3,2,0,2,16
15,0,0,0,0,0,3,4,1,1,0,0,2,11
16,0,0,0,0,1,2,5,3,1,0,0,2,11
29,0,1,0,0,0,4,9,5,1,0,0,1,26
6,0,1,0,0,0,0,1,2,0,0,0,2,2
8,0,0,0,0,0,1,1,3,0,0,0,4,2
15,1,0,0,0,0,2,3,3,2,0,0,1,12
12,0,1,0,0,0,1,4,2,1,0,0,2,8
23,0,0,0,0,1,5,8,2,1,0,0,3,17
10,0,0,0,0,1,1,3,1,1,0,0,5,2
15,0,0,0,0,0,1,5,3,2,0,0,4,9
25,0,0,0,0,0,4,9,4,2,0,0,4,19
14,0,0,0,0,0,2,6,1,1,0,0,7,5
19,0,0,0,0,1,3,8,2,0,1,0,5,11
21,0,0,0,0,1,2,7,3,2,0,0,3,16
18,0,0,0,0,1,2,5,2,1,0,0,6,9
21,0,0,0,0,0,3,5,5,1,0,0,1,18
13,0,0,0,0,0,2,4,2,1,0,0,2,9
9,0,0,0,0,1,0,4,0,1,0,0,2,4
22,0,0,0,0,1,0,6,3,3,1,0,10,9
8,0,0,0,0,0,0,3,2,2,0,0,5,1
27,0,0,0,0,0,0,8,1,5,1,2,15,9
24,0,0,0,0,0,4,7,4,1,0,0,4,18
27,0,0,0,0,0,6,9,3,2,0,2,4,21
29,0,0,0,0,1,5,8,4,3,0,0,5,21
14,0,0,0,0,0,3,4,3,1,0,0,8,4
7,1,0,0,0,0,0,1,2,1,0,0,1,4
13,0,0,0,0,1,1,6,1,1,0,0,2,9
28,0,0,0,0,0,3,6,6,3,1,0,6,20
16,0,0,0,0,0,2,6,2,2,0,0,3,11
24,0,1,0,0,0,2,5,3,2,0,0,2,20
24,0,0,0,0,0,4,4,2,3,0,0,2,20
13,0,1,0,0,0,1,3,3,2,0,0,2,9
11,0,0,0,0,0,1,4,1,2,0,0,2,7
10,1,0,0,0,0,1,1,1,3,0,0,1,7
20,0,0,0,0,0,2,7,2,1,0,0,6,12
21,0,0,0,0,1,3,4,1,3,0,2,7,11
7,0,0,0,0,1,1,0,3,1,0,0,1,3
23,0,1,0,0,0,0,8,3,2,0,2,3,19
18,0,0,0,0,0,2,6,0,4,0,0,2,14
16,1,0,0,0,0,1,5,2,1,0,0,3,11
15,0,1,0,0,0,2,4,2,0,0,4,2,11
9,0,1,0,0,0,0,2,2,1,0,2,3,5
20,0,1,0,0,0,3,4,1,5,0,0,4,14
6,0,0,0,0,0,1,1,1,1,0,1,2,2
16,0,0,0,0,0,2,5,3,1,0,0,3,11
23,0,0,0,0,0,3,7,2,3,0,1,2,19
27,0,0,0,0,0,3,9,3,1,0,0,3,22
15,0,0,0,0,0,1,5,2,2,0,1,8,5
20,1,0,0,0,0,4,8,1,1,0,0,1,17
16,0,0,0,0,0,4,6,2,0,0,2,2,12
21,1,0,0,0,0,3,7,2,0,0,0,1,18
13,1,0,0,0,0,2,4,1,0,1,0,1,10
16,1,0,0,0,0,0,3,2,4,0,0,1,13
24,0,0,0,0,0,0,7,4,2,0,0,1,21
14,0,0,0,0,0,2,4,3,1,0,0,1,11
17,0,0,0,0,0,2,4,2,1,0,0,9,6
17,0,0,0,0,1,4,6,2,0,0,1,3,11
14,0,0,0,0,1,2,4,1,2,0,0,1,10
26,0,0,0,0,1,4,8,1,2,0,0,5,18
22,0,0,0,0,0,1,7,3,2,0,0,2,18
26,0,0,0,0,0,4,6,2,4,0,0,1,23
10,0,0,0,0,0,0,2,3,1,0,0,2,6
15,0,0,0,0,0,3,4,2,1,1,0,8,5
13,0,0,0,0,1,1,5,2,0,0,0,8,2
16,0,0,0,0,0,1,5,2,4,0,0,2,12
23,0,1,0,0,0,3,6,4,1,0,0,1,20
11,0,0,0,0,0,1,4,2,0,0,0,5,4
16,0,0,0,0,1,1,6,2,1,0,0,3,10
26,0,0,0,0,0,4,11,2,1,0,0,4,20
15,0,0,0,0,0,2,5,3,1,1,0,1,12
19,0,1,0,0,0,1,5,5,1,0,0,6,15
23,1,0,0,0,0,0,7,2,2,0,0,13,7
14,0,0,0,0,1,0,6,2,1,0,0,5,6
11,0,0,0,0,0,1,2,1,1,1,0,1,8
29,0,0,0,0,0,2,11,2,2,0,0,4,23
18,0,0,0,0,0,5,6,1,1,0,0,3,13
25,0,0,0,0,0,4,8,3,0,1,0,2,21
27,0,0,0,0,0,3,6,4,4,0,0,2,23
12,0,0,0,0,0,0,6,2,1,0,3,5,5
11,0,0,0,0,0,1,3,1,2,0,0,6,3
11,0,0,0,0,0,1,4,1,2,0,0,2,7
14,1,0,0,0,0,2,4,3,1,0,0,3,9
22,0,0,0,0,1,0,7,2,3,0,0,2,17
26,0,0,0,0,1,1,11,3,2,0,0,9,13
9,0,0,0,0,0,1,3,2,1,0,0,2,5
27,0,1,0,0,0,3,6,3,3,1,0,2,23
14,0,0,0,0,1,3,2,3,0,0,0,2,9
21,0,0,0,0,0,0,7,5,2,0,0,2,17
14,0,0,0,0,1,1,3,3,1,0,0,4,7
