23,0,1,0,0,0,2,7,4,4,0,2,1,19
15,1,0,0,0,0,2,4,1,2,0,1,1,12
22,0,1,0,0,0,2,7,2,3,0,1,2,18
28,0,0,0,0,0,5,11,2,1,0,3,15,11
12,1,0,0,0,0,1,4,1,0,0,1,1,9
21,0,0,0,0,0,3,7,1,3,0,1,7,12
20,0,0,0,0,0,2,6,4,0,0,4,6,12
11,0,0,0,0,0,0,4,2,1,0,1,2,7
22,0,0,0,0,0,4,9,0,3,0,3,2,18
25,0,0,0,0,0,4,8,2,4,1,4,2,21
12,1,0,0,0,0,1,3,1,1,0,0,1,9
30,0,1,0,0,0,2,9,6,3,0,1,1,26
16,1,0,0,0,0,1,5,1,2,0,0,1,13
24,0,1,0,0,0,3,9,2,3,0,2,1,20
17,0,1,0,0,0,1,5,2,4,0,0,1,13
17,0,0,0,0,1,2,3,1,5,0,1,2,12
21,0,0,0,0,0,3,4,5,2,0,2,15,4
18,0,0,0,0,0,1,4,5,2,0,0,6,10
14,0,1,0,0,0,1,6,2,1,0,0,2,10
27,1,0,0,0,0,1,4,6,6,1,3,1,24
7,0,0,0,0,0,0,2,1,1,0,1,3,2
6,0,1,0,0,0,0,1,1,1,0,0,2,2
28,0,0,0,0,0,1,10,2,4,0,2,3,23
23,0,0,0,0,1,2,7,1,2,0,1,12,9
16,0,0,0,0,0,1,5,4,2,0,1,4,10
24,0,1,0,0,0,2,5,3,5,0,2,3,20
24,0,0,0,0,0,0,5,5,4,0,1,2,20
8,0,0,0,0,1,1,2,1,0,0,0,3,3
9,0,1,0,0,0,1,2,2,2,0,0,11,5
12,1,0,0,0,0,2,2,3,0,0,0,1,9
28,0,0,0,0,0,1,9,2,4,1,0,3,23
13,0,0,0,0,0,1,5,1,1,0,2,6,5
18,0,1,0,0,0,2,8,1,0,0,2,1,14
29,0,1,0,0,0,3,7,2,4,0,4,1,25
19,0,0,0,0,1,1,4,3,1,1,2,1,15
10,0,0,0,0,0,1,3,1,0,0,1,4,4
23,0,1,0,0,0,2,10,1,1,0,1,1,19
19,0,0,0,0,0,2,6,2,2,0,2,9,8
10,0,0,0,0,0,0,3,2,2,0,0,2,6
10,0,0,0,0,1,0,2,4,0,0,0,1,7
14,0,1,0,0,0,2,4,3,1,0,1,3,10
11,0,0,0,0,0,2,5,0,1,0,1,3,6
21,1,0,0,0,1,2,3,3,2,1,0,1,18
14,0,1,0,0,0,0,4,3,0,0,0,2,10
19,1,0,0,0,0,0,3,5,2,1,0,2,15
9,0,0,0,0,1,0,4,1,0,0,0,1,6
6,0,0,0,0,0,0,1,2,1,0,0,2,2
17,0,0,0,0,0,1,7,2,0,0,3,5,10
6,0,0,0,0,1,0,2,1,0,0,0,1,2
14,0,0,0,0,0,1,6,1,1,0,2,1,11
15,0,1,0,0,0,2,3,3,0,0,0,1,11
22,0,0,0,0,0,0,9,1,1,1,3,1,19
18,0,0,0,0,0,1,5,3,2,2,1,8,8
19,0,0,0,0,0,0,7,2,2,0,2,11,5
27,0,0,0,0,0,1,9,2,2,0,4,4,21
23,0,0,0,0,0,2,12,2,2,0,2,3,18
23,0,1,0,0,0,2,12,2,0,1,0,1,19
23,0,1,0,0,0,3,8,3,1,0,3,1,19
7,1,0,0,0,0,0,1,2,1,0,3,1,4
16,0,0,0,0,1,1,6,2,0,1,0,4,9
9,0,1,0,0,0,0,2,2,2,0,2,3,5
14,0,0,0,0,0,1,4,2,2,1,0,3,9
25,1,0,0,0,1,2,5,4,3,0,0,1,22
